,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
2246,Salvi\Salvi,es ESP,MFFW,Cádiz,es La Liga,30-035,1991,21.5,0.09,0.74,0.23,31.3,0.74,0.23,0.13,0.40,18.2,0.00,0.00,0.00,0.09,0.09,0.12,0.00,0.00,Matches
2247,Lazar Samardzic\Lazar-Samardzic,de GER,MFFW,RB Leipzig,de Bundesliga,19-069,2002,2.2,0.00,0.45,0.00,0.0,0.45,0.00,0.00,,27.1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
2248,Diadie Samassékou\Diadie-Samassekou,ml MLI,MF,Hoffenheim,de Bundesliga,25-113,1996,25.9,0.00,0.54,0.04,7.1,0.54,0.04,0.00,0.00,23.6,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
2249,Mama Samba Baldé\Mama-Samba-Balde,gw GNB,FW,Dijon,fr Ligue 1,25-179,1995,22.8,0.31,2.46,0.79,32.1,2.46,0.79,0.13,0.39,14.8,0.00,0.00,0.00,0.32,0.32,0.13,-0.01,-0.01,Matches
2250,Junior Sambia\Junior-Sambia,fr FRA,DFMF,Montpellier,fr Ligue 1,24-239,1996,25.0,0.04,0.68,0.28,41.2,0.68,0.28,0.06,0.14,22.4,0.16,0.00,0.00,0.04,0.04,0.06,0.00,0.00,Matches
2251,Frédéric Sammaritano\Frederic-Sammaritano,fr FRA,FWMF,Dijon,fr Ligue 1,35-042,1986,11.8,0.00,0.76,0.17,22.2,0.76,0.17,0.00,0.00,17.5,0.08,0.00,0.00,0.09,0.09,0.13,-0.09,-0.09,Matches
2252,Fede San Emeterio\Fede-San-Emeterio,es ESP,MF,Valladolid,es La Liga,24-049,1997,14.5,0.00,0.21,0.00,0.0,0.21,0.00,0.00,,23.0,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
2253,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Torino,it Serie A,25-061,1996,7.6,0.66,1.84,1.05,57.1,1.84,1.05,0.36,0.63,10.2,0.00,0.00,0.00,0.36,0.36,0.19,0.30,0.30,Matches
2254,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,es La Liga,25-061,1996,10.4,0.29,2.31,1.15,50.0,2.32,1.16,0.13,0.25,11.6,0.00,0.00,0.00,0.41,0.41,0.18,-0.13,-0.13,Matches
2255,Oihan Sancet\Oihan-Sancet,es ESP,FWMF,Athletic Club,es La Liga,21-009,2000,8.2,0.12,1.59,0.49,30.8,1.58,0.49,0.08,0.25,13.2,0.00,0.00,0.00,0.26,0.26,0.16,-0.13,-0.13,Matches
2256,Renato Sanches\Renato-Sanches,pt POR,MF,Lille,fr Ligue 1,23-259,1997,12.9,0.08,1.47,0.23,15.8,1.47,0.23,0.05,0.33,22.3,0.16,0.00,0.00,0.16,0.16,0.12,-0.09,-0.09,Matches
2257,Juan Sánchez Miño\Juan-Sanchez-Mino,ar ARG,DFMF,Elche,es La Liga,31-123,1990,5.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2258,Alexis Sánchez\Alexis-Sanchez,cl CHI,FW,Inter,it Serie A,32-136,1988,11.5,0.43,2.17,1.13,52.0,2.18,1.13,0.20,0.38,15.3,0.26,0.00,0.09,0.46,0.39,0.18,-0.03,0.04,Matches
2259,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,eng Premier League,24-326,1996,15.5,0.00,0.39,0.00,0.0,0.39,0.00,0.00,,9.3,0.00,0.00,0.00,0.07,0.07,0.18,-0.07,-0.07,Matches
2260,Germán Sánchez\German-Sanchez,es ESP,DF,Granada,es La Liga,34-185,1986,25.9,0.12,0.50,0.15,30.8,0.50,0.15,0.23,0.75,8.6,0.00,0.00,0.00,0.07,0.07,0.13,0.05,0.05,Matches
2261,Javi Sánchez\Javi-Sanchez,es ESP,DF,Valladolid,es La Liga,24-051,1997,8.5,0.00,0.24,0.00,0.0,0.24,0.00,0.00,,7.0,0.00,0.00,0.00,0.01,0.01,0.07,-0.01,-0.01,Matches
2262,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Osasuna,es La Liga,20-253,2000,8.9,0.00,0.34,0.11,33.3,0.34,0.11,0.00,0.00,18.2,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
2263,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Atlético Madrid,es La Liga,20-253,2000,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2264,Robert Sánchez\Robert-Sanchez,es ESP,GK,Brighton,eng Premier League,23-167,1997,23.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2265,Jadon Sancho\Jadon-Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,21-040,2000,20.7,0.29,2.17,0.58,26.7,2.18,0.58,0.11,0.42,16.8,0.10,0.05,0.05,0.31,0.27,0.12,-0.02,-0.03,Matches
2266,Alex Sandro\Alex-Sandro,br BRA,DF,Juventus,it Serie A,30-098,1991,16.6,0.12,0.78,0.18,23.1,0.78,0.18,0.15,0.67,14.1,0.00,0.00,0.00,0.07,0.07,0.09,0.05,0.05,Matches
2267,Leroy Sané\Leroy-Sane,de GER,FWMF,Bayern Munich,de Bundesliga,25-113,1996,18.6,0.22,2.69,0.91,34.0,2.69,0.92,0.08,0.24,18.8,0.00,0.00,0.00,0.23,0.23,0.09,-0.02,-0.02,Matches
2268,Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,de Bundesliga,30-252,1990,8.9,0.00,0.79,0.11,14.3,0.79,0.11,0.00,0.00,13.7,0.00,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
2269,Oier Sanjurjo\Oier-Sanjurjo,es ESP,MF,Osasuna,es La Liga,34-344,1986,21.5,0.00,0.65,0.19,28.6,0.65,0.19,0.00,0.00,15.5,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
2270,Mohamed Sankoh\Mohamed-Sankoh,nl NED,FW,Stuttgart,de Bundesliga,17-200,2003,0.2,0.00,5.00,0.00,0.0,5.29,0.00,0.00,,14.9,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
2271,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Marseille,fr Ligue 1,26-259,1994,9.2,0.22,1.20,0.33,27.3,1.20,0.33,0.18,0.67,19.1,0.00,0.00,0.00,0.13,0.13,0.11,0.09,0.09,Matches
2272,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Aston Villa,eng Premier League,26-259,1994,3.3,0.00,0.61,0.00,0.0,0.61,0.00,0.00,,27.0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches
2273,Nicola Sansone\Nicola-Sansone,it ITA,FWMF,Bologna,it Serie A,29-236,1991,11.4,0.18,2.37,0.96,40.7,2.38,0.97,0.07,0.18,16.1,0.26,0.00,0.00,0.32,0.32,0.13,-0.14,-0.14,Matches
2274,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Angers,fr Ligue 1,26-056,1995,3.0,0.00,2.00,1.00,50.0,2.00,1.00,0.00,0.00,19.8,0.00,0.00,0.00,0.10,0.10,0.06,-0.10,-0.10,Matches
2275,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Freiburg,de Bundesliga,26-056,1995,22.2,0.05,1.31,0.36,27.6,1.31,0.36,0.03,0.13,22.5,0.00,0.00,0.00,0.09,0.09,0.06,-0.04,-0.04,Matches
2276,Federico Santander\Federico-Santander,py PAR,FW,Bologna,it Serie A,29-334,1991,0.4,0.00,12.5,0.00,0.0,12.16,0.00,0.00,,15.2,0.00,0.00,0.00,0.50,0.50,0.05,-0.50,-0.50,Matches
2277,Davide Santon\Davide-Santon,it ITA,DF,Roma,it Serie A,30-122,1991,4.2,0.00,0.48,0.00,0.0,0.48,0.00,0.00,,19.4,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
2278,Samir Santos\Samir-Santos,br BRA,DF,Udinese,it Serie A,26-150,1994,23.1,0.04,0.43,0.13,30.0,0.43,0.13,0.10,0.33,9.4,0.00,0.00,0.00,0.05,0.05,0.12,-0.01,-0.01,Matches
2279,Riccardo Saponara\Riccardo-Saponara,it ITA,FW,Fiorentina,it Serie A,29-134,1991,0.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2280,Riccardo Saponara\Riccardo-Saponara,it ITA,FW,Spezia,it Serie A,29-134,1991,2.3,0.43,2.61,1.30,50.0,2.57,1.29,0.17,0.33,14.0,0.00,0.00,0.00,0.17,0.17,0.06,0.26,0.26,Matches
2281,Ivan Šaponjić\Ivan-Saponjic,rs SRB,FW,Cádiz,es La Liga,23-275,1997,2.0,0.00,3.00,1.50,50.0,3.07,1.53,0.00,0.00,8.7,0.00,0.00,0.00,0.30,0.30,0.11,-0.30,-0.30,Matches
2282,Pablo Sarabia\Pablo-Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,28-358,1992,14.5,0.41,2.48,1.24,50.0,2.48,1.24,0.17,0.33,14.3,0.14,0.00,0.00,0.33,0.33,0.13,0.08,0.08,Matches
2283,Josh Sargent\Josh-Sargent,us USA,FWMF,Werder Bremen,de Bundesliga,21-073,2000,25.2,0.20,1.59,0.75,47.5,1.59,0.75,0.13,0.26,15.1,0.00,0.00,0.00,0.19,0.19,0.12,0.01,0.01,Matches
2284,Bouna Sarr\Bouna-Sarr,gn GUI,DF,Bayern Munich,de Bundesliga,29-093,1992,4.8,0.00,0.63,0.00,0.0,0.62,0.00,0.00,,28.2,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
2285,Bouna Sarr\Bouna-Sarr,gn GUI,DF,Marseille,fr Ligue 1,29-093,1992,0.8,0.00,1.25,0.00,0.0,1.18,0.00,0.00,,28.6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
2286,Sidy Sarr\Sidy-Sarr,sn SEN,MF,Nîmes,fr Ligue 1,24-333,1996,5.1,0.00,1.76,0.20,11.1,1.75,0.19,0.00,0.00,22.2,0.20,0.00,0.00,0.08,0.08,0.04,-0.08,-0.08,Matches
2287,Marco Sau\Marco-Sau,it ITA,MFFW,Benevento,it Serie A,33-182,1987,8.7,0.46,1.15,0.57,50.0,1.15,0.57,0.30,0.60,16.3,0.11,0.11,0.11,0.28,0.18,0.16,0.18,0.16,Matches
2288,Téji Savanier\Teji-Savanier,fr FRA,MF,Montpellier,fr Ligue 1,29-133,1991,23.2,0.22,2.33,0.69,29.6,2.33,0.69,0.06,0.19,24.9,0.47,0.09,0.13,0.22,0.12,0.05,0.00,0.01,Matches
2289,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,es La Liga,30-116,1991,29.8,0.03,0.23,0.07,28.6,0.23,0.07,0.14,0.50,5.0,0.00,0.00,0.00,0.03,0.03,0.13,0.00,0.00,Matches
2290,Romaine Sawyers\Romaine-Sawyers,kn SKN,MF,West Brom,eng Premier League,29-183,1991,16.5,0.00,0.24,0.00,0.0,0.24,0.00,0.00,,23.1,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
2291,Gianluca Scamacca\Gianluca-Scamacca,it ITA,FW,Genoa,it Serie A,22-123,1999,13.9,0.50,3.09,1.08,34.9,3.10,1.08,0.14,0.40,16.6,0.07,0.07,0.07,0.45,0.39,0.13,0.06,0.04,Matches
2292,Dane Scarlett\Dane-Scarlett,eng ENG,FW,Tottenham,eng Premier League,17-041,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2293,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,eng Premier League,29-135,1991,13.6,0.00,0.74,0.29,40.0,0.73,0.29,0.00,0.00,27.2,0.22,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
2294,Aurélien Scheidler\Aurelien-Scheidler,fr FRA,FW,Dijon,fr Ligue 1,22-334,1998,3.8,0.26,1.84,0.53,28.6,1.84,0.53,0.14,0.50,18.5,0.00,0.00,0.00,0.13,0.13,0.08,0.13,0.13,Matches
2295,Nicolás Schiappacasse\Nicolas-Schiappacasse,uy URU,MF,Sassuolo,it Serie A,22-112,1999,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2296,Pasquale Schiattarella\Pasquale-Schiattarella,it ITA,MF,Benevento,it Serie A,33-339,1987,23.2,0.04,0.26,0.13,50.0,0.26,0.13,0.17,0.33,17.6,0.00,0.00,0.00,0.03,0.03,0.11,0.02,0.02,Matches
2297,Patrik Schick\Patrik-Schick,cz CZE,FW,Leverkusen,de Bundesliga,25-100,1996,18.5,0.49,2.86,1.24,43.4,2.86,1.24,0.17,0.39,11.2,0.05,0.00,0.00,0.50,0.50,0.18,-0.02,-0.02,Matches
2298,Sven Schipplock\Sven-Schipplock,de GER,FWMF,Arminia,de Bundesliga,32-177,1988,8.0,0.13,1.75,0.63,35.7,1.74,0.62,0.07,0.20,16.6,0.00,0.00,0.00,0.14,0.14,0.08,-0.01,-0.01,Matches
2299,Xaver Schlager\Xaver-Schlager,at AUT,MF,Wolfsburg,de Bundesliga,23-218,1997,26.3,0.08,1.63,0.15,9.3,1.64,0.15,0.05,0.50,21.1,0.00,0.00,0.00,0.09,0.09,0.06,-0.02,-0.02,Matches
2300,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,24-006,1997,17.8,0.00,0.51,0.06,11.1,0.51,0.06,0.00,0.00,14.6,0.00,0.00,0.00,0.03,0.03,0.07,-0.03,-0.03,Matches
2301,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,21-154,1999,11.5,0.09,1.74,0.61,35.0,1.73,0.61,0.05,0.14,11.5,0.00,0.00,0.00,0.09,0.09,0.05,0.00,0.00,Matches
2302,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MF,Crystal Palace,eng Premier League,28-132,1992,12.4,0.16,1.21,0.56,46.7,1.21,0.56,0.13,0.29,12.8,0.00,0.00,0.00,0.12,0.12,0.10,0.04,0.04,Matches
2303,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,eng Premier League,34-180,1986,34.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2304,Jonathan Schmid\Jonathan-Schmid,fr FRA,DFMF,Freiburg,de Bundesliga,30-312,1990,23.9,0.04,0.84,0.33,40.0,0.84,0.33,0.05,0.13,21.2,0.25,0.00,0.00,0.05,0.05,0.05,-0.00,-0.00,Matches
2305,Romano Schmid\Romano-Schmid,at AUT,FWMF,Werder Bremen,de Bundesliga,21-097,2000,12.1,0.00,1.49,0.25,16.7,1.49,0.25,0.00,0.00,22.0,0.00,0.00,0.00,0.05,0.05,0.03,-0.05,-0.05,Matches
2306,Benno Schmitz\Benno-Schmitz,de GER,DF,Köln,de Bundesliga,26-168,1994,2.8,0.00,0.71,0.00,0.0,0.71,0.00,0.00,,20.6,0.00,0.00,0.00,0.04,0.04,0.04,-0.04,-0.04,Matches
2307,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,31-177,1989,23.5,0.00,0.47,0.17,36.4,0.47,0.17,0.00,0.00,16.1,0.00,0.00,0.00,0.03,0.03,0.06,-0.03,-0.03,Matches
2308,Alessandro Schöpf\Alessandro-Schopf,at AUT,FWMF,Schalke 04,de Bundesliga,27-086,1994,9.7,0.00,1.03,0.10,10.0,1.03,0.10,0.00,0.00,19.7,0.00,0.00,0.00,0.04,0.04,0.04,-0.04,-0.04,Matches
2309,Jerdy Schouten\Jerdy-Schouten,nl NED,MF,Bologna,it Serie A,24-112,1997,24.4,0.04,0.33,0.12,37.5,0.33,0.12,0.13,0.33,25.9,0.00,0.00,0.00,0.01,0.01,0.03,0.03,0.03,Matches
2310,Nico Schulz\Nico-Schulz,de GER,DF,Dortmund,de Bundesliga,28-033,1993,5.7,0.00,0.35,0.00,0.0,0.35,0.00,0.00,,21.1,0.00,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,Matches
2311,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Hertha BSC,de Bundesliga,28-336,1992,21.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2312,Christopher Scott\Christopher-Scott,de GER,FWMF,Bayern Munich,de Bundesliga,18-331,2002,0.4,0.00,2.50,0.00,0.0,2.65,0.00,0.00,,22.8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
2313,Matteo Scozzarella\Matteo-Scozzarella,it ITA,MF,Parma,it Serie A,32-333,1988,1.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2314,Simone Scuffet\Simone-Scuffet,it ITA,GK,Udinese,it Serie A,24-338,1996,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2315,Jacopo Segre\Jacopo-Segre,it ITA,MF,Torino,it Serie A,24-076,1997,2.1,0.00,1.90,0.48,25.0,1.88,0.47,0.00,0.00,14.8,0.00,0.00,0.00,0.19,0.19,0.11,-0.19,-0.19,Matches
2316,Davie Selke\Davie-Selke,de GER,FW,Werder Bremen,de Bundesliga,26-104,1995,6.7,0.45,3.13,1.04,33.3,3.14,1.05,0.10,0.29,13.3,0.00,0.15,0.15,0.37,0.27,0.08,0.07,0.03,Matches
2317,Malik Sellouki\Malik-Sellouki,fr FRA,FWMF,Nice,fr Ligue 1,21-044,2000,0.5,2.00,6.00,2.00,33.3,5.51,1.84,0.33,1.00,12.6,0.00,0.00,0.00,0.40,0.40,0.08,1.60,1.60,Matches
2318,Matz Sels\Matz-Sels,be BEL,GK,Strasbourg,fr Ligue 1,29-067,1992,5.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2319,Nélson Semedo\Nelson-Semedo,pt POR,DF,Wolves,eng Premier League,27-169,1993,30.1,0.00,0.73,0.33,45.5,0.73,0.33,0.00,0.00,21.5,0.00,0.00,0.00,0.06,0.06,0.08,-0.06,-0.06,Matches
2320,Léo Sena\Leo-Sena,br BRA,MF,Spezia,it Serie A,25-124,1995,8.6,0.00,0.23,0.00,0.0,0.23,0.00,0.00,,22.0,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
2321,Stefano Sensi\Stefano-Sensi,it ITA,MF,Inter,it Serie A,25-272,1995,5.5,0.00,3.27,1.45,44.4,3.26,1.45,0.00,0.00,20.4,0.18,0.00,0.00,0.22,0.22,0.07,-0.22,-0.22,Matches
2322,Jaime Seoane\Jaime-Seoane,es ESP,MF,Huesca,es La Liga,24-102,1997,20.0,0.05,0.85,0.30,35.3,0.85,0.30,0.06,0.17,18.9,0.00,0.00,0.00,0.06,0.06,0.07,-0.01,-0.01,Matches
2323,Luigi Sepe\Luigi-Sepe,it ITA,GK,Parma,it Serie A,29-361,1991,32.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2324,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,de Bundesliga,24-023,1997,21.0,0.05,1.52,0.43,28.1,1.53,0.43,0.03,0.11,19.3,0.00,0.00,0.00,0.10,0.10,0.07,-0.06,-0.06,Matches
2325,Jean Seri\Jean-Seri,ci CIV,MF,Bordeaux,fr Ligue 1,29-289,1991,7.8,0.00,0.51,0.00,0.0,0.51,0.00,0.00,,22.8,0.26,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
2326,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Hoffenheim,de Bundesliga,20-351,2000,15.1,0.13,0.33,0.13,40.0,0.33,0.13,0.40,1.00,10.6,0.00,0.00,0.00,0.04,0.04,0.11,0.09,0.09,Matches
2327,Nils Seufert\Nils-Seufert,de GER,MFFW,Arminia,de Bundesliga,24-090,1997,3.8,0.00,0.26,0.00,0.0,0.26,0.00,0.00,,19.2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
2328,Edgar Sevikyan\Edgar-Sevikyan,ru RUS,MF,Levante,es La Liga,19-269,2001,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2329,Stephan El Shaarawy\Stephan-El-Shaarawy,it ITA,MFFW,Roma,it Serie A,28-189,1992,4.1,0.00,2.68,0.98,36.4,2.70,0.98,0.00,0.00,17.5,0.00,0.00,0.00,0.24,0.24,0.09,-0.24,-0.24,Matches
2330,Jamie Shackleton\Jamie-Shackleton,eng ENG,MFDF,Leeds United,eng Premier League,21-208,1999,5.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2331,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,MFFW,Liverpool,eng Premier League,29-206,1991,5.8,0.00,1.90,0.00,0.0,1.89,0.00,0.00,,21.8,0.17,0.00,0.00,0.07,0.07,0.04,-0.07,-0.07,Matches
2332,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,35-088,1986,8.2,0.37,0.85,0.37,42.9,0.86,0.37,0.14,0.33,15.3,0.00,0.24,0.24,0.33,0.15,0.17,0.04,-0.02,Matches
2333,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,eng Premier League,25-296,1995,26.5,0.04,0.30,0.19,62.5,0.30,0.19,0.13,0.20,17.0,0.00,0.00,0.00,0.02,0.02,0.06,0.02,0.02,Matches
2334,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,29-066,1992,25.1,0.04,1.43,0.32,22.2,1.44,0.32,0.03,0.13,23.7,0.36,0.00,0.00,0.07,0.07,0.05,-0.03,-0.03,Matches
2335,Eldor Shomurodov\Eldor-Shomurodov,uz UZB,FW,Genoa,it Serie A,25-309,1995,15.7,0.32,1.85,0.76,41.4,1.85,0.76,0.17,0.42,13.5,0.00,0.00,0.00,0.22,0.22,0.12,0.10,0.10,Matches
2336,Shola Shoretire\Shola-Shoretire,eng ENG,FW,Manchester Utd,eng Premier League,17-091,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2337,Mahame Siby\Mahame-Siby,fr FRA,MFFW,Strasbourg,fr Ligue 1,24-301,1996,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2338,Abdoulaye Sidibé\Abdoulaye-Sidibe,fr FRA,MF,Saint-Étienne,fr Ligue 1,19-084,2002,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2339,Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Monaco,fr Ligue 1,28-279,1992,19.7,0.00,0.10,0.00,0.0,0.10,0.00,0.00,,32.0,0.10,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
2340,Sidnei\Sidnei,br BRA,DF,Betis,es La Liga,31-254,1989,7.7,0.00,0.13,0.00,0.0,0.13,0.00,0.00,,5.1,0.00,0.00,0.00,0.03,0.03,0.17,-0.03,-0.03,Matches
2341,Kaj Sierhuis\Kaj-Sierhuis,nl NED,FW,Reims,fr Ligue 1,23-007,1998,7.0,0.00,1.86,0.43,23.1,1.87,0.43,0.00,0.00,16.4,0.14,0.00,0.00,0.16,0.16,0.09,-0.16,-0.16,Matches
2342,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MFFW,Everton,eng Premier League,31-238,1989,21.3,0.28,1.69,0.42,25.0,1.69,0.42,0.08,0.33,20.5,0.23,0.14,0.14,0.27,0.16,0.10,0.01,-0.02,Matches
2343,Luca Siligardi\Luca-Siligardi,it ITA,MF,Crotone,it Serie A,33-098,1988,0.5,0.00,4.00,2.00,50.0,3.67,1.84,0.00,0.00,16.0,0.00,0.00,0.00,0.20,0.20,0.03,-0.20,-0.20,Matches
2344,Luca Siligardi\Luca-Siligardi,it ITA,FW,Parma,it Serie A,33-098,1988,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2345,Adrien Silva\Adrien-Silva,pt POR,MF,Sampdoria,it Serie A,32-050,1989,16.6,0.06,0.36,0.06,16.7,0.36,0.06,0.17,1.00,22.3,0.00,0.00,0.00,0.02,0.02,0.06,0.04,0.04,Matches
2346,André Silva\Andre-Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,25-179,1995,27.7,0.90,3.36,1.73,51.6,3.36,1.73,0.20,0.40,12.4,0.07,0.22,0.22,0.77,0.61,0.18,0.13,0.08,Matches
2347,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,eng Premier League,26-267,1994,21.1,0.09,1.33,0.62,46.4,1.33,0.62,0.07,0.15,14.7,0.00,0.00,0.00,0.13,0.13,0.10,-0.04,-0.04,Matches
2348,Caio Henrique Oliveira Silva\Caio-Henrique-Oliveira-Silva,br BRA,DF,Monaco,fr Ligue 1,23-277,1997,23.3,0.00,0.17,0.04,25.0,0.17,0.04,0.00,0.00,15.1,0.00,0.00,0.00,0.02,0.02,0.11,-0.02,-0.02,Matches
2349,David Silva\David-Silva,es ESP,MF,Real Sociedad,es La Liga,35-116,1986,13.1,0.08,1.15,0.15,13.3,1.15,0.15,0.07,0.50,14.6,0.15,0.00,0.00,0.11,0.11,0.09,-0.03,-0.03,Matches
2350,Fábio Silva\Fabio-Silva,pt POR,FW,Wolves,eng Premier League,18-289,2002,11.3,0.35,3.01,1.33,44.1,3.01,1.33,0.09,0.20,12.8,0.00,0.09,0.09,0.43,0.36,0.12,-0.08,-0.10,Matches
2351,Florent da Silva\Florent-da-Silva,fr FRA,FW,Lyon,fr Ligue 1,18-032,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2352,Gabriel Silva\Gabriel-Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,29-356,1991,2.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2353,Gastón Silva\Gaston-Silva,uy URU,DF,Huesca,es La Liga,27-060,1994,4.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2354,Rui Silva\Rui-Silva,pt POR,GK,Granada,es La Liga,27-086,1994,31.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2355,Thiago Silva\Thiago-Silva,br BRA,DF,Chelsea,eng Premier League,36-224,1984,18.5,0.11,0.49,0.22,44.4,0.49,0.22,0.22,0.50,7.6,0.00,0.00,0.00,0.04,0.04,0.09,0.06,0.06,Matches
2356,Marco Silvestri\Marco-Silvestri,it ITA,GK,Hellas Verona,it Serie A,30-063,1991,34.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2357,Mohamed Simakan\Mohamed-Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,21-001,2000,17.9,0.06,0.78,0.22,28.6,0.78,0.22,0.07,0.25,14.2,0.00,0.00,0.00,0.08,0.08,0.10,-0.03,-0.03,Matches
