,,,,,,,,,Touches,,,,,,,Dribbles,,,,,Carries,,,,,,,,Receiving,,,,
2509,Lucas Torreira\Lucas-Torreira,uy URU,MF,Arsenal,eng Premier League,23,1996,16.8,64.9,3.45,18.2,39.5,11.1,1.85,63.2,0.77,0.95,81.3,0.77,0.06,43.3,191.7,87.5,3.10,0.83,0.18,0.65,0.95,45.7,42.2,92.4,2.26,Matches
2510,Ferrán Torres\Ferran-Torres,es ESP,MFFW,Valencia,es La Liga,19,2000,25.0,41.2,0.84,6.60,19.1,20.1,2.84,40.1,2.24,3.76,59.6,2.48,0.12,32.6,179.8,106.6,5.72,2.16,0.48,2.00,1.80,41.0,31.1,75.8,5.60,Matches
2511,Óliver Torres\Oliver-Torres,es ESP,MFFW,Sevilla,es La Liga,24,1994,17.7,66.3,0.62,9.72,39.7,20.8,2.26,64.7,1.24,1.75,71.0,1.24,0.06,50.7,236.2,120.1,5.82,1.75,0.23,1.41,2.03,58.6,50.8,86.7,6.10,Matches
2512,Pau Torres\Pau-Torres,es ESP,DF,Villarreal,es La Liga,22,1997,33.0,70.1,11.8,43.8,29.1,1.15,0.52,68.3,0.30,0.39,76.9,0.33,0.03,47.1,287.4,168.5,3.88,0.30,0.00,0.12,0.27,49.5,48.8,98.6,0.39,Matches
2513,Roberto Torres\Roberto-Torres,es ESP,MFFW,Osasuna,es La Liga,30,1989,30.2,48.7,1.56,6.99,23.4,20.8,2.55,44.0,0.99,1.75,56.6,1.09,0.10,29.9,118.6,65.6,3.61,1.32,0.36,1.39,0.96,39.8,30.6,76.9,5.36,Matches
2514,Lucas Torró\Lucas-Torro,es ESP,MFFW,Eint Frankfurt,de Bundesliga,25,1994,3.7,61.4,2.16,16.2,37.8,9.73,1.62,59.7,0.54,1.08,50.0,0.81,0.00,29.2,138.6,70.5,2.97,0.81,0.00,1.08,0.00,32.2,29.7,92.4,3.24,Matches
2515,Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,21,1997,16.2,62.7,9.20,38.1,26.9,2.84,0.74,60.8,0.62,0.99,62.5,0.62,0.00,39.2,215.1,128.5,2.35,0.43,0.19,0.49,0.49,41.5,40.2,97.0,0.62,Matches
2516,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Crystal Palace,eng Premier League,28,1991,2.0,34.5,0.50,5.00,17.0,14.0,5.00,34.5,3.50,4.00,87.5,3.50,0.00,28.0,117.0,53.0,3.00,0.00,1.50,2.50,2.00,62.0,27.0,43.5,10.5,Matches
2517,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,eng Premier League,28,1991,3.2,30.0,0.31,1.88,9.06,20.3,7.81,29.7,0.31,1.56,20.0,0.31,0.00,16.6,79.1,24.4,1.25,0.63,0.00,0.94,0.63,41.6,22.8,54.9,11.9,Matches
2518,Abdoulaye Touré\Abdoulaye-Toure,fr FRA,MF,Nantes,fr Ligue 1,25,1994,24.7,65.7,1.70,13.3,43.9,12.2,0.97,65.2,1.54,1.98,77.6,1.62,0.04,45.9,198.4,93.6,4.49,1.34,0.20,1.05,1.58,50.5,47.5,94.0,2.15,Matches
2519,Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,de Bundesliga,23,1996,16.6,53.9,4.28,16.4,26.0,14.2,1.33,48.8,1.20,1.57,76.9,1.20,0.00,30.2,139.0,84.0,4.16,1.20,0.12,0.66,1.08,32.8,28.9,88.1,2.29,Matches
2520,Lucas Tousart\Lucas-Tousart,fr FRA,MF,Lyon,fr Ligue 1,22,1997,19.6,59.7,2.30,15.7,38.9,8.93,1.33,59.0,0.87,1.43,60.7,0.97,0.00,40.3,225.5,108.1,3.67,0.82,0.05,0.51,0.66,42.0,38.6,91.9,2.35,Matches
2521,Andros Townsend\Andros-Townsend,eng ENG,MF,Crystal Palace,eng Premier League,28,1991,14.4,44.9,1.04,8.13,21.7,21.0,1.94,42.9,2.50,3.54,70.6,2.64,0.07,35.8,251.9,121.7,7.08,2.78,0.63,1.94,2.50,38.0,29.1,76.6,3.82,Matches
2522,Aleksandar Trajkovski\Aleksandar-Trajkovski,mk MKD,MFDF,Mallorca,es La Liga,26,1992,3.7,58.9,1.35,7.30,24.3,33.0,5.14,53.2,1.62,2.97,54.5,1.89,0.27,41.9,268.1,151.6,8.38,3.51,0.81,3.24,2.43,46.8,38.9,83.2,8.38,Matches
2523,Adama Traoré\Adama-Traore,ml MLI,FWMF,Metz,fr Ligue 1,24,1995,11.2,54.3,0.80,5.63,31.2,21.9,0.89,48.2,2.68,3.39,78.9,2.68,0.18,42.2,217.6,100.2,5.36,2.32,0.18,1.61,1.70,46.9,37.1,79.0,4.82,Matches
2524,Adama Traoré\Adama-Traore,ml MLI,MF,Monaco,fr Ligue 1,24,1995,0.3,50.0,0.00,20.0,26.7,6.67,0.00,46.7,0.00,0.00,,0.00,0.00,30.0,130.0,96.7,6.67,0.00,0.00,0.00,0.00,43.3,30.0,69.2,0.00,Matches
2525,Adama Traoré\Adama-Traore,es ESP,FWMF,Wolves,eng Premier League,23,1996,28.9,48.4,0.97,5.22,23.0,26.5,4.08,46.6,5.40,7.30,73.9,5.57,0.10,43.3,338.1,222.4,11.4,3.49,2.42,2.84,3.11,48.2,36.2,75.0,6.71,Matches
2526,Bertrand Traoré\Bertrand-Traore,bf BFA,FWMF,Lyon,fr Ligue 1,23,1995,13.9,58.7,1.08,7.19,26.1,28.8,4.39,54.2,2.52,4.68,53.8,2.81,0.14,41.1,185.7,98.6,5.54,1.15,0.50,3.38,2.30,51.0,40.9,80.3,8.99,Matches
2527,Charles Traore\Charles-Traore,ml MLI,DF,Nantes,fr Ligue 1,27,1992,19.3,68.4,3.47,23.0,35.8,13.1,0.36,56.9,0.83,1.24,66.7,0.88,0.00,36.7,158.7,92.3,2.90,0.93,0.10,0.88,0.26,37.4,35.8,95.7,0.67,Matches
2528,Hamari Traoré\Hamari-Traore,ml MLI,DF,Rennes,fr Ligue 1,27,1992,26.8,68.4,2.72,21.5,35.6,15.7,1.42,57.4,0.93,1.60,58.1,0.97,0.00,41.3,212.8,137.7,5.67,2.01,0.45,1.12,0.52,43.4,39.1,90.1,2.80,Matches
2529,Ibrahima Traoré\Ibrahima-Traore,gn GUI,FW,M'Gladbach,de Bundesliga,31,1988,1.7,54.1,1.18,6.47,25.9,25.9,2.35,52.4,2.94,6.47,45.5,3.53,0.59,38.2,175.3,98.8,7.06,2.35,1.76,3.53,0.59,53.5,40.6,75.8,8.82,Matches
2530,Ismaël Traoré\Ismael-Traore,ci CIV,DF,Angers,fr Ligue 1,32,1986,22.8,54.9,6.01,31.1,24.6,2.46,0.79,53.4,0.35,0.35,100.0,0.35,0.00,35.7,163.3,78.9,1.62,0.48,0.04,0.22,0.39,36.0,35.2,97.8,0.44,Matches
2531,Kevin Trapp\Kevin-Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,29,1990,22.0,45.0,35.3,44.8,0.27,0.05,0.05,35.3,0.00,0.00,,0.00,0.00,26.0,121.8,68.9,0.00,0.00,0.00,0.00,0.00,23.4,23.4,99.8,0.00,Matches
2532,Miguel Trauco\Miguel-Trauco,pe PER,DF,Saint-Étienne,fr Ligue 1,26,1992,16.4,61.3,2.32,19.0,31.1,13.9,0.73,50.7,1.46,2.26,64.9,1.59,0.06,37.9,148.0,81.3,3.66,0.85,0.00,1.04,1.28,38.2,33.7,88.2,1.77,Matches
2533,Mark Travers\Mark-Travers,ie IRL,GK,Bournemouth,eng Premier League,20,1999,1.0,33.0,33.0,33.0,0.00,0.00,0.00,24.0,0.00,0.00,,0.00,0.00,14.0,62.0,30.0,0.00,0.00,0.00,0.00,0.00,17.0,17.0,100.0,0.00,Matches
2534,Luca Tremolada\Luca-Tremolada,it ITA,MF,Brescia,it Serie A,27,1991,0.2,35.0,0.00,5.00,5.00,30.0,5.00,30.0,0.00,0.00,,0.00,0.00,20.0,160.0,0.00,0.00,0.00,0.00,0.00,0.00,20.0,15.0,75.0,5.00,Matches
2535,Trézéguet\Trezeguet,eg EGY,FWMF,Aston Villa,eng Premier League,24,1994,21.7,35.7,1.15,6.36,13.6,19.2,3.87,34.7,1.84,3.46,53.3,2.07,0.32,24.7,152.0,93.9,4.75,1.71,0.55,2.95,1.34,39.4,23.9,60.6,7.65,Matches
2536,Manu Trigueros\Manu-Trigueros,es ESP,MF,Villarreal,es La Liga,27,1991,17.2,63.8,2.44,12.4,39.6,15.2,1.40,61.0,0.76,1.10,68.4,0.81,0.00,43.8,181.2,85.3,4.01,1.34,0.17,0.87,0.93,53.7,47.4,88.2,3.14,Matches
2537,Christopher Trimmel\Christopher-Trimmel,at AUT,DF,Union Berlin,de Bundesliga,32,1987,31.8,59.5,3.81,18.7,25.8,18.0,0.60,42.4,0.69,1.04,66.7,0.85,0.00,24.6,142.5,75.0,2.80,1.10,0.09,0.60,0.53,25.6,23.3,90.8,1.38,Matches
2538,Alessandro Tripaldelli\Alessandro-Tripaldelli,it ITA,DF,Sassuolo,it Serie A,20,1999,1.5,58.7,4.67,18.7,32.0,12.7,0.00,52.7,1.33,2.00,66.7,1.33,0.00,42.0,227.3,136.0,6.00,2.67,0.00,2.00,0.00,42.7,40.7,95.3,0.67,Matches
2539,Kieran Trippier\Kieran-Trippier,eng ENG,DF,Atlético Madrid,es La Liga,28,1990,22.0,67.8,2.77,16.0,30.6,23.7,1.00,53.1,0.64,0.95,66.7,0.64,0.05,37.7,157.3,81.6,4.00,1.27,0.27,0.68,0.36,40.5,36.6,90.6,2.77,Matches
2540,William Troost-Ekong\William-Troost-Ekong,ng NGA,DF,Udinese,it Serie A,25,1993,28.6,46.3,10.3,30.7,18.5,0.84,0.35,45.0,0.14,0.14,100.0,0.14,0.00,26.0,200.0,112.9,1.61,0.07,0.00,0.07,0.10,28.3,27.9,98.9,0.28,Matches
2541,Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,eng Premier League,24,1994,22.3,46.6,0.94,5.87,18.8,25.7,5.25,44.8,1.52,2.69,56.7,1.61,0.04,36.7,205.8,104.3,5.92,1.57,1.17,1.84,2.11,46.2,34.4,74.6,9.10,Matches
2542,Tom Trybull\Tom-Trybull,de GER,MF,Norwich City,eng Premier League,26,1993,12.6,60.0,4.68,20.3,36.3,6.75,1.03,58.9,0.56,0.71,77.8,0.56,0.00,39.4,172.9,64.4,1.83,0.40,0.00,0.87,0.79,40.7,37.7,92.6,0.79,Matches
2543,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,eng Premier League,21,1997,2.1,79.0,3.81,28.1,45.2,12.4,0.00,73.3,0.00,1.43,0.0,0.00,0.00,52.9,358.6,187.6,3.81,1.90,0.00,0.48,0.95,53.8,51.9,96.5,0.00,Matches
2544,Georgi Tunjov\Georgi-Tunjov,ee EST,MF,SPAL,it Serie A,18,2001,3.2,45.0,0.63,12.2,19.1,15.3,1.25,40.6,0.94,1.56,60.0,0.94,0.00,28.8,101.3,45.9,1.56,0.63,0.00,3.13,1.88,36.9,28.4,77.1,3.13,Matches
2545,Stefano Turati\Stefano-Turati,it ITA,GK,Sassuolo,it Serie A,17,2001,2.0,28.5,26.5,28.5,0.00,0.00,0.00,19.5,0.00,0.00,,0.00,0.00,11.5,55.0,34.0,0.00,0.00,0.00,0.00,0.00,9.50,9.50,100.0,0.00,Matches
2546,Gennaro Tutino\Gennaro-Tutino,it ITA,FW,Hellas Verona,it Serie A,22,1996,2.5,42.8,0.80,5.60,20.8,22.0,2.00,41.2,1.20,2.00,60.0,1.20,0.00,27.2,204.8,104.8,4.40,3.20,0.00,2.80,1.60,62.0,30.8,49.7,6.40,Matches
2547,Matthieu Udol\Matthieu-Udol,fr FRA,DF,Metz,fr Ligue 1,23,1996,12.2,61.6,4.34,24.5,29.4,12.0,0.57,51.8,1.64,2.13,76.9,1.72,0.16,34.4,201.6,132.1,5.66,1.80,0.33,0.41,1.07,33.4,31.6,94.4,0.33,Matches
2548,Hwang Ui-jo\Hwang-Ui-jo,kr KOR,FWMF,Bordeaux,fr Ligue 1,26,1992,18.1,33.9,0.50,2.60,20.5,13.3,2.93,33.7,1.05,1.88,55.9,1.10,0.06,26.0,122.3,62.7,3.65,1.27,0.50,2.15,1.66,42.2,27.3,64.7,7.13,Matches
2549,Anthony Ujah\Anthony-Ujah,ng NGA,FWMF,Union Berlin,de Bundesliga,28,1990,10.5,35.1,1.05,3.33,16.2,18.0,3.43,34.2,1.05,1.71,61.1,1.14,0.10,18.3,86.4,43.2,2.00,0.95,0.48,2.76,1.14,49.6,25.3,51.1,9.90,Matches
2550,Samir Ujkani\Samir-Ujkani,xk KVX,GK,Torino,it Serie A,31,1988,1.0,55.0,55.0,55.0,0.00,0.00,0.00,41.0,0.00,0.00,,0.00,0.00,33.0,135.0,45.0,0.00,0.00,0.00,0.00,0.00,35.0,35.0,100.0,0.00,Matches
2551,Sven Ulreich\Sven-Ulreich,de GER,GK,Bayern Munich,de Bundesliga,30,1988,1.0,56.0,51.0,56.0,0.00,0.00,0.00,46.0,0.00,0.00,,0.00,0.00,32.0,93.0,48.0,0.00,0.00,0.00,0.00,0.00,36.0,35.0,97.2,0.00,Matches
2552,Samuel Umtiti\Samuel-Umtiti,fr FRA,DF,Barcelona,es La Liga,25,1993,10.5,85.6,9.62,38.8,51.0,2.00,0.19,82.7,0.38,0.57,66.7,0.38,0.00,65.0,385.5,227.0,7.24,0.95,0.00,0.38,0.29,64.4,63.4,98.5,0.19,Matches
2553,Enes Ünal\Enes-Unal,tr TUR,FW,Valladolid,es La Liga,22,1997,26.0,36.4,0.65,3.65,20.1,15.1,4.00,35.7,1.00,1.62,61.9,1.04,0.00,21.7,99.2,55.5,2.88,1.04,0.46,2.88,2.35,49.4,27.4,55.5,9.15,Matches
2554,Cengiz Ünder\Cengiz-Under,tr TUR,FW,Roma,it Serie A,22,1997,9.7,48.0,0.82,5.98,19.3,28.0,5.57,46.5,3.30,4.23,78.0,3.40,0.21,39.3,248.9,153.1,8.56,3.09,1.55,2.06,1.75,46.3,35.9,77.5,6.80,Matches
2555,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,20,1998,26.2,85.5,9.01,41.4,49.0,2.98,0.99,83.5,0.99,1.22,81.3,1.03,0.04,63.0,438.9,247.7,6.26,0.80,0.00,0.42,0.80,61.0,60.1,98.6,0.61,Matches
2556,Mark Uth\Mark-Uth,de GER,MFFW,Köln,de Bundesliga,27,1991,12.9,53.6,0.54,5.81,26.7,24.7,3.88,46.7,1.32,2.33,56.7,1.55,0.00,35.8,204.7,88.4,4.96,1.63,0.31,3.10,2.17,45.0,33.4,74.3,8.29,Matches
2557,Mark Uth\Mark-Uth,de GER,FWMF,Schalke 04,de Bundesliga,27,1991,3.9,41.3,0.00,3.85,22.1,19.2,4.87,40.0,0.77,1.54,50.0,0.77,0.26,25.4,122.6,47.4,3.08,1.54,0.51,2.82,1.54,49.7,31.3,62.9,10.8,Matches
2558,Tomáš Vaclík\Tomas-Vaclik,cz CZE,GK,Sevilla,es La Liga,30,1989,32.5,29.9,27.1,29.8,0.09,0.03,0.00,20.8,0.00,0.00,,0.00,0.00,13.6,54.7,26.6,0.00,0.00,0.00,0.00,0.00,12.2,12.1,99.0,0.00,Matches
2559,Álvaro Vadillo\Alvaro-Vadillo,es ESP,FWMF,Granada,es La Liga,24,1994,13.5,43.7,0.59,4.30,17.4,25.4,2.67,37.0,1.48,3.11,47.6,1.63,0.15,28.4,141.6,86.4,5.11,1.78,0.96,1.63,1.70,41.9,28.4,68.0,5.93,Matches
2560,William Vainqueur\William-Vainqueur,fr FRA,MF,Toulouse,fr Ligue 1,30,1988,19.1,62.8,2.30,15.8,40.6,9.63,0.63,61.9,1.57,1.83,85.7,1.57,0.05,43.8,197.3,87.7,2.25,0.73,0.16,1.15,1.05,46.1,42.5,92.2,1.88,Matches
2561,Mirko Valdifiori\Mirko-Valdifiori,it ITA,MF,SPAL,it Serie A,33,1986,15.6,64.0,3.01,16.7,38.2,11.5,0.06,56.2,0.38,0.51,75.0,0.38,0.00,40.4,157.2,88.5,2.95,0.58,0.06,0.19,0.83,42.8,40.9,95.5,0.45,Matches
2562,Pierrick Valdivia\Pierrick-Valdivia,fr FRA,MF,Nîmes,fr Ligue 1,31,1988,0.8,46.3,0.00,13.8,27.5,7.50,0.00,46.3,0.00,1.25,0.0,0.00,0.00,27.5,120.0,45.0,1.25,0.00,0.00,1.25,0.00,36.3,33.8,93.1,1.25,Matches
2563,Germán Valera\German-Valera,es ESP,FW,Atlético Madrid,es La Liga,17,2002,0.0,3,0,1,1,1,1,3,0,0,,0,0,2,7,0,0,0,0,0,1,2,1,50.0,0,Matches
2564,Antoine Valerio\Antoine-Valerio,fr FRA,MF,Nîmes,fr Ligue 1,19,1999,1.0,47.0,1.00,8.00,36.0,6.00,0.00,44.0,3.00,3.00,100.0,3.00,0.00,28.0,186.0,84.0,6.00,1.00,0.00,2.00,1.00,26.0,23.0,88.5,1.00,Matches
2565,Borja Valero\Borja-Valero,es ESP,MF,Inter,it Serie A,34,1985,10.3,60.4,1.84,12.3,35.1,17.7,1.94,59.2,1.17,1.36,85.7,1.17,0.00,44.8,241.0,135.2,6.12,2.62,0.58,0.87,0.68,51.6,45.0,87.4,4.08,Matches
2566,Yan Valery\Yan-Valery,fr FRA,DF,Southampton,eng Premier League,20,1999,8.7,52.3,3.33,16.0,21.7,17.4,1.15,41.5,1.38,2.87,48.0,1.49,0.00,23.8,129.8,63.9,3.68,1.03,0.34,1.49,2.18,27.9,20.7,74.1,2.64,Matches
2567,Martin Valjent\Martin-Valjent,sk SVK,DF,Mallorca,es La Liga,23,1995,35.4,43.2,8.14,26.4,18.2,1.84,0.56,41.0,0.20,0.25,77.8,0.20,0.00,21.8,170.7,86.6,1.89,0.42,0.03,0.20,0.11,23.3,22.8,97.8,0.51,Matches
2568,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Wolves,eng Premier League,22,1997,1.8,68.9,11.1,33.9,35.6,3.33,0.56,68.9,0.56,0.56,100.0,0.56,0.00,47.2,172.2,92.2,3.33,0.56,0.00,0.56,0.56,50.0,46.1,92.2,1.11,Matches
2569,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Granada,es La Liga,22,1997,7.0,40.3,6.71,25.6,15.9,0.71,0.29,38.0,0.14,0.14,100.0,0.14,0.00,22.3,110.3,49.6,0.29,0.00,0.00,0.00,0.14,24.4,23.7,97.1,0.14,Matches
2570,Manu Vallejo\Manu-Vallejo,es ESP,MFFW,Valencia,es La Liga,22,1997,4.6,32.8,0.87,2.61,16.1,17.2,4.13,32.2,1.74,2.17,80.0,1.74,0.00,23.5,115.9,70.7,4.13,1.74,0.43,3.91,1.52,39.1,23.3,59.4,7.17,Matches
2571,Luca Valls\Luca-Valls,fr FRA,FW,Nîmes,fr Ligue 1,20,1998,0.1,80.0,20.0,40.0,20.0,20.0,0.00,80.0,0.00,0.00,,0.00,0.00,10.0,80.0,20.0,0.00,0.00,0.00,10.0,0.00,60.0,40.0,66.7,0.00,Matches
2572,Theo Valls\Theo-Valls,fr FRA,MF,Nîmes,fr Ligue 1,23,1995,18.1,47.1,0.61,8.73,28.2,12.5,0.94,44.5,0.72,0.99,72.2,0.72,0.00,31.7,156.0,80.1,4.14,0.55,0.11,0.77,0.94,33.8,28.8,85.3,3.04,Matches
2573,Mattia Valoti\Mattia-Valoti,it ITA,MFFW,SPAL,it Serie A,25,1993,17.0,48.4,1.53,9.59,27.9,14.5,2.94,47.8,1.82,2.41,75.6,1.88,0.06,33.6,181.8,100.8,5.24,1.65,0.41,2.18,1.41,41.0,32.9,80.3,4.53,Matches
2574,Federico Valverde\Federico-Valverde,uy URU,MF,Real Madrid,es La Liga,21,1998,21.2,62.1,1.23,10.6,37.1,18.7,1.51,61.6,0.85,1.65,51.4,1.13,0.09,41.9,233.9,136.5,5.28,2.31,0.61,1.37,0.80,53.5,47.9,89.4,3.02,Matches
2575,Raphaël Varane\Raphael-Varane,fr FRA,DF,Real Madrid,es La Liga,26,1993,31.4,62.1,9.11,35.7,28.5,1.88,0.57,60.2,0.32,0.51,62.5,0.38,0.00,39.3,262.7,111.1,2.20,0.38,0.00,0.19,0.13,43.5,42.6,98.0,0.54,Matches
2576,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,eng Premier League,32,1987,33.7,21.8,0.83,1.10,9.11,12.5,5.58,19.9,0.74,1.31,56.8,0.83,0.03,11.9,72.0,43.4,2.43,0.50,1.28,1.78,0.68,36.3,14.9,41.1,8.10,Matches
2577,Matías Vargas\Matias-Vargas,ar ARG,FWMF,Espanyol,es La Liga,22,1997,11.4,48.9,0.70,5.88,23.3,25.1,4.21,46.9,2.19,3.95,55.6,2.28,0.09,39.4,228.6,131.6,6.84,2.98,0.70,3.25,2.81,49.6,35.8,72.1,9.47,Matches
2578,Ruben Vargas\Ruben-Vargas,ch SUI,FWMF,Augsburg,de Bundesliga,20,1998,28.1,37.2,1.28,7.22,17.7,16.0,3.42,36.1,2.06,4.27,48.3,2.38,0.25,27.4,163.4,107.8,5.34,1.71,1.07,2.42,1.71,35.1,24.4,69.5,6.30,Matches
2579,Thibaut Vargas\Thibaut-Vargas,fr FRA,DFMF,Montpellier,fr Ligue 1,19,2000,1.7,51.8,2.35,15.9,17.6,22.4,1.18,43.5,0.59,2.35,25.0,0.59,0.00,29.4,167.6,81.8,4.71,1.18,0.00,3.53,1.76,32.4,27.6,85.5,4.12,Matches
2580,Sebastian Vasiliadis\Sebastian-Vasiliadis,gr GRE,MF,Paderborn 07,de Bundesliga,21,1997,31.2,47.5,2.72,14.6,25.3,11.3,1.06,46.5,1.76,2.76,64.0,2.05,0.13,30.7,154.5,86.8,2.85,0.74,0.10,1.28,1.76,33.0,27.9,84.5,3.65,Matches
2581,Indiana Vassilev\Indiana-Vassilev,us USA,FWMF,Aston Villa,eng Premier League,18,2001,0.6,26.7,0.00,0.00,5.00,23.3,5.00,25.0,1.67,3.33,50.0,3.33,0.00,25.0,115.0,30.0,1.67,1.67,0.00,1.67,1.67,51.7,16.7,32.3,8.33,Matches
2582,Denis Vavro\Denis-Vavro,sk SVK,DF,Lazio,it Serie A,23,1996,3.6,68.1,13.6,36.7,31.4,4.17,0.28,66.1,0.28,0.56,50.0,0.28,0.00,44.7,297.5,150.0,2.50,0.28,0.00,0.00,0.28,47.2,46.7,98.8,0.00,Matches
2583,Franco Vázquez\Franco-Vazquez,ar ARG,MFFW,Sevilla,es La Liga,30,1989,12.2,65.0,1.07,11.2,37.3,20.1,3.36,64.2,1.48,1.89,78.3,1.56,0.08,44.6,176.3,85.2,3.93,1.48,0.08,1.48,2.30,57.5,47.0,81.9,6.97,Matches
2584,Kevin Vázquez\Kevin-Vazquez,es ESP,DF,Celta Vigo,es La Liga,26,1993,14.7,62.9,2.45,19.1,32.7,14.4,0.75,53.2,1.02,1.56,65.2,1.09,0.07,37.0,159.3,85.1,4.69,1.90,0.14,0.95,0.54,37.5,34.6,92.4,1.16,Matches
2585,Lucas Vázquez\Lucas-Vazquez,es ESP,MFFW,Real Madrid,es La Liga,28,1991,9.4,75.3,0.74,13.5,35.3,29.4,4.15,71.1,1.49,2.23,66.7,1.60,0.00,54.8,204.7,116.7,6.49,1.06,0.96,2.98,1.81,67.7,56.6,83.6,8.83,Matches
2586,Matías Vecino\Matias-Vecino,uy URU,MF,Inter,it Serie A,27,1991,14.2,49.7,2.54,11.5,26.1,15.0,3.87,49.2,0.49,0.77,63.6,0.56,0.00,31.9,154.6,89.8,4.08,1.48,0.07,0.99,0.92,40.3,33.9,84.1,6.41,Matches
2587,Koke Vegas\Koke-Vegas,es ESP,GK,Levante,es La Liga,23,1995,2.0,33.5,31.5,33.5,0.50,0.00,0.00,21.5,0.00,0.00,,0.00,0.00,14.0,52.5,31.5,0.00,0.00,0.00,0.00,0.00,9.50,9.50,100.0,0.00,Matches
2588,Miloš Veljković\Milos-Veljkovic,rs SRB,DF,Werder Bremen,de Bundesliga,23,1995,22.8,61.1,7.46,31.7,30.7,2.63,0.75,58.7,0.09,0.09,100.0,0.09,0.00,35.3,181.8,106.5,2.76,0.48,0.00,0.13,0.13,39.5,38.7,98.1,0.53,Matches
2589,Miguel Veloso\Miguel-Veloso,pt POR,MF,Hellas Verona,it Serie A,33,1986,31.2,63.0,2.85,11.7,38.7,16.4,0.54,54.9,0.58,0.64,90.0,0.58,0.03,35.9,235.7,111.3,5.16,1.83,0.16,0.51,0.51,37.8,34.8,92.2,1.06,Matches
2590,Unai Vencedor Paris\Unai-Vencedor-Paris,es ESP,MF,Athletic Club,es La Liga,18,2000,0.8,52.5,0.00,6.25,37.5,13.8,0.00,42.5,1.25,1.25,100.0,1.25,0.00,31.3,202.5,116.3,2.50,1.25,0.00,0.00,0.00,28.8,27.5,95.7,0.00,Matches
2591,Lorenzo Venuti\Lorenzo-Venuti,it ITA,DF,Fiorentina,it Serie A,24,1995,9.5,59.3,3.58,19.6,29.5,13.5,1.26,52.8,0.63,1.26,50.0,0.74,0.11,39.1,195.9,129.6,4.74,1.58,0.21,0.11,0.63,41.2,38.0,92.3,1.05,Matches
2592,Brayan Vera\Brayan-Vera,co COL,DFMF,Lecce,it Serie A,20,1999,1.7,62.4,5.29,20.6,18.8,27.1,2.35,54.1,0.59,1.18,50.0,0.59,0.00,36.5,176.5,107.1,4.71,0.59,0.59,2.94,2.94,50.0,38.8,77.6,6.47,Matches
2593,Simone Verdi\Simone-Verdi,it ITA,MFFW,Torino,it Serie A,27,1992,23.0,50.3,0.39,5.48,24.7,24.2,2.43,43.7,2.26,3.48,65.0,2.35,0.09,35.3,214.9,113.8,6.09,1.87,0.48,1.57,2.04,42.1,33.8,80.3,4.70,Matches
2594,Jordan Veretout\Jordan-Veretout,fr FRA,MF,Roma,it Serie A,26,1993,29.2,64.0,1.68,13.2,40.9,15.3,0.82,60.6,0.75,0.92,81.5,0.75,0.00,44.4,274.3,127.1,4.93,1.78,0.17,0.48,0.62,48.7,46.6,95.8,1.88,Matches
2595,Marco Verratti\Marco-Verratti,it ITA,MF,Paris S-G,fr Ligue 1,26,1992,16.5,113.3,2.73,19.9,75.2,25.1,0.79,110.6,1.45,1.70,85.7,1.45,0.00,88.7,375.1,193.7,8.30,2.48,0.18,0.48,1.21,96.5,93.1,96.4,2.48,Matches
2596,Valerio Verre\Valerio-Verre,it ITA,FWMF,Hellas Verona,it Serie A,25,1994,19.7,48.0,0.66,5.69,25.4,21.4,3.45,46.0,1.12,2.28,48.9,1.27,0.05,35.9,181.9,106.0,5.69,2.59,0.41,2.18,1.52,51.3,36.1,70.3,10.2,Matches
2597,Birger Verstraete\Birger-Verstraete,be BEL,MF,Köln,de Bundesliga,25,1994,7.4,47.0,2.03,10.9,26.2,11.5,0.68,40.4,0.27,0.81,33.3,0.41,0.00,26.6,139.5,58.6,2.43,0.41,0.14,0.81,1.22,25.7,22.3,86.8,1.49,Matches
2598,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,eng Premier League,32,1987,18.3,72.5,9.07,34.0,37.5,4.54,0.33,67.0,0.11,0.27,40.0,0.11,0.00,42.9,217.5,108.7,3.17,0.16,0.00,0.22,0.33,45.5,44.8,98.3,0.49,Matches
2599,Mikel Vesga\Mikel-Vesga,es ESP,MF,Athletic Club,es La Liga,26,1993,14.1,51.8,2.98,12.6,30.9,10.5,1.13,50.6,0.57,0.99,57.1,0.71,0.00,28.5,148.2,67.0,2.84,0.99,0.14,0.78,0.71,31.9,29.0,90.9,2.27,Matches
